document_id,Financial,Operation,Idiosyncratic,Legal,Systematic,sustainability
project_no_24559-090224b08199f14e_PDF,0.001457829897361225,0.006349502983660003,0.002257357422602092,0.0027828183986094847,0.0035712706646815508,0.0008462728576061115
project_no_29600-090224b08199fcd4_PDF,0.0014140735927065994,0.003024851501383897,0.0007031936497562812,0.0029126112596094276,0.0021189051241184845,0.0003294585814387207
project_no_30958-090224b08199f31b_PDF,0.0005288213216623704,0.007531678305665782,0.000896734969949086,0.0013570357646638153,0.0025654690591696266,0.0004811074324342153
project_no_20952-090224b08199fdc9_PDF,0.0006808920451588025,0.0035630853329996623,0.0016910100759033406,0.0007618267814582279,0.004131875505421904,0.000630404467654238
project_no_22561-090224b08199edc3_PDF,0.00045319650207896424,0.003910455160902974,0.0014863131146030566,0.001943015058738153,0.0015880761629964188,0.0008130795952040746
project_no_26880-090224b08199e5b4_PDF,0.002096819123617407,0.006345381007764248,0.002135263735248865,0.0004157582633144766,0.003357010584120366,0.00023411065378508184
project_no_31669-090224b0819a0b3d_PDF,0.0003812814404241746,0.0064787691166340936,0.0020000454232408913,0.0008739541635310131,0.0020661962906888586,0.00028481937341400497
project_no_10463-090224b0819a0e6e_PDF,0.0005037142905054633,0.009720697976898498,0.002529380725918828,0.0008730963323418092,0.0024391116784419267,0.00020353194164080416
unknown_project-090224b08199e3cb_PDF,0.0005090029628004884,0.0037994112387272805,0.0025771580374302013,0.0011112913603912198,0.00266498614801794,0.00019441350123203553
unknown_project-090224b08199e49e_PDF,0.0008083569007992106,0.004189513199490921,0.0024141053992328227,0.0020519553833852526,0.002806254234918742,0.0004904255712194823
project_no_31366-090224b0819a0db3_PDF,0.00011914951320576813,0.0052242320424359745,0.0024165795881126665,0.00044036064523538416,0.0011567290616906784,0.00014843756992549543
project_no_32031-090224b08199f5d7_PDF,0.0026702241144140266,0.005861340645201296,0.0024700744123599076,0.001234259579866622,0.004025461153340001,0.0025701329912017597
project_no_25935-090224b08199e3d5_PDF,0.00031750320778642285,0.0031042841427510936,0.001416661131540873,0.00038382498832119144,0.0018767265784690177,0.00019298998853935526
project_no_23656-090224b08199f129_PDF,0.0014125709316560279,0.0071874560989676735,0.004466924320887773,0.0010766183873094865,0.0033107902072638277,0.0006047351592181624
project_no_27322-090224b08199f2f3_PDF,0.0009516544845514243,0.006188345693673832,0.00167260198312966,0.0006444085611584852,0.003915600823044589,0.0005718521570053099
project_no_27059-090224b08199e426_PDF,0.0008446998322249777,0.009534932935588523,0.0028754328142928803,0.0011574915992810628,0.004544583963273944,0.0004378036162850688
project_no_21919-090224b08199eddd_PDF,0.0005805978797038748,0.006536963525024246,0.0035711704620956233,0.0007829927811024434,0.004859402208737096,0.0005814131662684805
project_no_26038-090224b08199f6be_PDF,0.0011324909976355613,0.005813918618317756,0.002943656337616034,0.000953190148267845,0.0034730885765974417,0.0007936877492423428
project_no_10607-090224b0819a0ad9_PDF,0.0007112678575294434,0.0034667351831974215,0.00278995236241817,0.00045930457424134025,0.003881328005848392,0.00038459583255626086
unknown_project-090224b08199f243_PDF,0.00035204314999637797,0.0050774975692125255,0.0005203763711780315,0.0013537890059013443,0.0007385002080194804,0.00037000677026923553
project_no_32558-090224b08199f662_PDF,0.0009620231333929604,0.005767060270819942,0.005631994287445471,0.0012340575280030642,0.006287660450141228,0.0002514942030682073
unknown_project-090224b08199f9a2_PDF,0.0003640209331466073,0.004631031838393537,0.0016059463356230957,0.0006666175548516258,0.004240924674045457,0.0009289708585054561
unknown_project-090224b08199e345_PDF,0.0009261044405411791,0.004246102734335846,0.0013632303321392228,0.0009160657774752517,0.0021013835914943228,0.00048518282512988696
project_no_27390-090224b08199f1ec_PDF,0.000340209233770958,0.006726103984451247,0.00241098130829716,0.001281108358532333,0.004582800431297377,0.0009611064358846344
project_no_204-090224b08199f62f_PDF,0.0003745198135527601,0.00516917195731719,0.0037055510770560994,0.00046492952199888394,0.0021808964275914144,0.0004760642703904046
unknown_project-090224b08199f4c4_PDF,0.0005853484995812804,0.005301767376127799,0.00218968605383368,0.0014098143391110033,0.0020293184736555033,0.0006846150105100299
unknown_project-090224b08199e447_PDF,0.001156238997578697,0.006752578315959272,0.0032351746656787113,0.002260862039857576,0.0037939150445651004,0.0031733027870375673
project_no_26662-090224b08199fe2f_PDF,0.00028796269387421417,0.006362908510349458,0.002432925323625705,0.000749252245048679,0.0029765699619074223,0.0002951976267811288
project_no_31048-090224b0819a04bd_PDF,0.00023712045754815535,0.0062393462312987195,0.0047081322142252064,0.0020832787262223596,0.003330321363527754,0.0027817287267601822
unknown_project-090224b08199ed3c_PDF,0.0,0.0,0.0,0.0,0.0,0.0
project_no_22960-090224b0819a102f_PDF,0.0012671135120606715,0.0028313605214249043,0.0011116651119411063,0.0005084029236962523,0.0014141081112747696,0.00031216590082931456
unknown_project-090224b08199f5ad_PDF,0.0008071760949465521,0.004553328272275433,0.0013473823323666512,0.0006482577637376657,0.0029497443115529044,0.0007039333298001243
project_no_28800-090224b0819a0124_PDF,0.001688685815839747,0.007004678302120218,0.0016398500076340345,0.0012891521950873655,0.002557013644762463,0.00032486512142685666
unknown_project-090224b08199e7a6_PDF,0.0005421132305282943,0.010165380124741422,0.0025270405235561897,0.0011628984724250274,0.0034715793582969488,0.0009115988143574118
project_no_10849-090224b0819a0e66_PDF,8.570385490121692e-05,0.004626733987957762,0.0017122140011755788,0.0011825214444085418,0.0018609408376786493,0.00045841448780143486
unknown_project-090224b0819a0cfe_PDF,0.0006735990450983445,0.0069495212647514406,0.003398960133841418,0.002098372798292954,0.004115704895533689,0.0002131056120250164
unknown_project-090224b08199e2b5_PDF,0.0008639896541249389,0.004837136478965659,0.0030544028041526857,0.0011896325944803273,0.003423366056799991,0.002808240712741144
project_no_31439-090224b08199e304_PDF,0.0011926864635315119,0.0068852699029649305,0.0026395398088948662,0.0008225256379209511,0.0039975246345662335,0.0013850522414093499
project_no_25969-090224b08199fe23_PDF,0.0006781144443625802,0.005420830659239313,0.002008531245072686,0.0004147607482773411,0.0025553179122957334,0.00025010307466882944
project_no_20043-090224b08199fef1_PDF,0.0006894341493972168,0.004508828640841513,0.0019181150393257468,0.0008066957016864645,0.0020131353126119442,0.00020263494930582694
project_no_26339-090224b08199fbc1_PDF,0.0001262293921188563,0.00515307928721089,0.002383098696013427,0.001006974808779443,0.003177376458918925,0.0008009480317502388
unknown_project-090224b08199f6a0_PDF,0.0,0.0009494553463392495,0.001769981886751432,0.0006993199351717188,0.0004308167257289175,0.0
project_no_30595-090224b08199f1ed_PDF,0.002028654020206334,0.006064822253530977,0.0028688114283183536,0.0018896384565361233,0.0036571072014675086,0.00028748999413993654
project_no_24463-090224b08199f3a6_PDF,0.00027223397209792037,0.004183186985087775,0.0016475935777916651,0.0010922952191252408,0.0019412472916530965,0.0020252474616134736
unknown_project-090224b08199e3dd_PDF,0.0001852302607867057,0.005456546626886866,0.004014476636366065,0.001808144737836203,0.002655920158637222,0.005686493600692489
project_no_29518-090224b08199edcf_PDF,0.0005696778456266813,0.006357443846802532,0.004363238102417699,0.0012977363006476635,0.0052993941504506144,0.0003039675182334199
project_no_26604-090224b08199fc1a_PDF,0.001229109232039587,0.006264324206507176,0.003044398883170254,0.0008010972797507164,0.0030448131741559574,0.002628127999479067
unknown_project-090224b08199ef79_PDF,0.0008679759698231333,0.006450449011244607,0.002475649150470431,0.001079417264836365,0.0025513068240831474,0.0003579540308795251
project_no_27649-090224b08199fcce_PDF,0.0005365711889874931,0.005808134378577178,0.002364737421833701,0.0009507394801026464,0.004225371938156983,0.00014849948045580244
project_no_31880-090224b08199faf7_PDF,0.0004738030416749177,0.0025568848098993457,0.0012216554324828,0.0005665150082760646,0.0014646423134069995,0.0015670934363627882
project_no_281-090224b08199e240_PDF,0.001870328677635801,0.005557601594358991,0.0028318384155997796,0.0004528834902538122,0.006483324544779431,0.0003446299405583658
project_no_11208-090224b08199fc7c_PDF,0.0006807403406166476,0.0033674682750296494,0.0027540609565427704,0.0008327413101049697,0.0028226490197415543,0.004091093666336668
unknown_project-090224b08199e3e4_PDF,0.0002619649831473348,0.005101038961179504,0.003750633541086363,0.0014932288825789885,0.0033884103349144045,0.0011534915417958668
project_no_27755-090224b0819a0b24_PDF,0.0004107089014062656,0.0054069280146046,0.0023183871901622053,0.000773960818388736,0.002401918621984585,0.00029366660443570455
project_no_26691-090224b08199e2dc_PDF,0.00010702921597221247,0.009669800411757377,0.0037317244574747842,0.0010188327958955085,0.003274245165105203,0.000511152349654341
project_no_30228-090224b0819a0259_PDF,0.0011710497746450464,0.006399360212977145,0.0026586473905648657,0.0014575729927672645,0.003286921760780144,0.003980722883026246
project_no_10600-090224b08199f9b7_PDF,0.0002893794819316956,0.003962595302091986,0.0012202104387806535,0.0009745334868152508,0.0024779774219046364,0.0008008353789142696
project_no_24197-090224b0819a04dd_PDF,0.00203038630289828,0.004359711781224817,0.001654259554801865,0.002356769965391663,0.003108923374125437,0.0021800675338471314
unknown_project-090224b0819a00e5_PDF,0.0015057378202474807,0.005842274617465197,0.0026444858396432775,0.0006125159775893738,0.0017959944612119588,0.0017453744317393147
project_no_24655-090224b0819a0b50_PDF,0.0008903303729177747,0.005982400604766375,0.002666370622736996,0.00065882731490293,0.003108386882025177,0.0003711844593889847
project_no_26207-090224b08199e307_PDF,0.002036683646417439,0.005333475081905464,0.0028481621951632727,0.0020651921302314467,0.003956498653313045,0.004861612785821654
project_no_28676-090224b08199fedf_PDF,3.264885903538951e-05,0.009477423597107648,0.0025273292399140574,0.0008820679007337748,0.004714616364304016,0.0008079421643159748
project_no_26437-090224b0819a0bb4_PDF,0.0010781780292627864,0.005777763004490457,0.003238774605549829,0.0007215431534615156,0.0029114303054760737,0.0010013905146754767
project_no_28088-090224b08199fce8_PDF,0.0010798549192389331,0.006157806252350356,0.004844208784815722,0.0009188619282352427,0.009347192385071602,0.0012388574612242516
unknown_project-090224b08199e6e9_PDF,0.0025718121750921263,0.011993135727294274,0.004450573118337819,0.001632627490296315,0.008499028046921238,0.0005953393675714164
project_no_31573-090224b08199e893_PDF,0.00042266633765189866,0.0060917682008297044,0.003058747881535349,0.0017594577980855224,0.0037620939798670766,0.0012030628519317053
project_no_24947-090224b08199f4bb_PDF,0.0006119096954916043,0.0047976793794671,0.0014814860227906326,0.0015866188974054756,0.0025331847627029966,0.0002814723222203172
unknown_project-090224b08199f2ec_PDF,0.0,0.0012891859986410045,0.0011391962688682825,0.0,0.0014992813692750646,0.0
unknown_project-090224b08199e8dd_PDF,0.00015049315711736198,0.005397806055344467,0.002226871457108936,0.0015772735466826674,0.00319509282584553,0.0043283543327855
project_no_30831-090224b08199fc36_PDF,0.000548858134534992,0.006982724113730271,0.0014352525584555998,0.0007123273011977083,0.003381305071339105,0.0004348321556954589
project_no_10531-090224b0819a0e39_PDF,0.001838092383079168,0.0055337749169500515,0.002485815645372833,0.0008726591534932222,0.004533114841329407,0.00024289323371515424
project_no_25463-090224b08199f605_PDF,0.0005841275624423584,0.00509412068623263,0.0020565857594403826,0.006017254886632398,0.003487776796366967,0.011520687184449771
project_no_26590-090224b08199fdc3_PDF,0.0010397362527860665,0.007714897403306695,0.001387706218491593,0.0012093323840806753,0.003596508889896089,0.0006312816100136382
unknown_project-090224b08199fc2e_PDF,0.0003326368415446478,0.004944721015147623,0.002712684245254278,0.0006878656153787253,0.003139916083887746,0.0013951491690131358
project_no_28335-090224b0819a0ffa_PDF,0.00033588583132113716,0.007140904716966442,0.007905528322930433,0.0009838400609353491,0.004229879132585629,0.003066306254299531
project_no_31061-090224b0819a0f5f_PDF,0.0005995044700718597,0.007941694918827772,0.0020214960554155964,0.0008345724245023117,0.003951206049414075,0.00011801825939131213
project_no_11296-090224b08199ef27_PDF,0.0003312955157828718,0.006927161069456809,0.0029339957073036553,0.0007719153420330682,0.0025654677977924503,0.0006347423096823822
unknown_project-090224b08199fb54_PDF,0.0,0.0009495533479543149,0.00036080418091924627,0.0,0.0,0.0
project_no_31548-090224b08199f819_PDF,0.000905637556694017,0.006990137762314675,0.0033840984148762014,0.0012781436712590696,0.0035905322903769907,0.001327851746638266
project_no_28746-090224b08199f994_PDF,0.0021457894013825972,0.007896457925689172,0.0030561944429277764,0.0009312446684683208,0.005178872798067666,0.0003979474365279805
unknown_project-090224b08199e59b_PDF,0.0011573757716187368,0.007342210983511187,0.002514096617506232,0.0011553313967032131,0.0032430334142410765,0.0008358148925380994
project_no_30636-090224b0819a10db_PDF,0.00036945260135125583,0.007298017150739853,0.0037489254788662767,0.0017433966924379747,0.0038443450333567196,0.0020100281848714104
project_no_31654-090224b0819a0d2d_PDF,0.00040932193905991406,0.00623354264303703,0.0029084873113569675,0.0008050412658706734,0.002554585453081359,0.0002814943601465918
project_no_22440-090224b08199fbd8_PDF,0.0010053747773250935,0.00592111550587602,0.0025090836568224966,0.0010624137602735922,0.003928983590736357,0.0009752757978885014
unknown_project-090224b08199f986_PDF,0.0009904411909465614,0.006491989707061664,0.0038385741651580135,0.0026159763926551275,0.007361189144156039,0.0026444165561057176
unknown_project-090224b08199f177_PDF,0.0015220782848920397,0.0069574265561613375,0.0029147844841701928,0.0013416370170435776,0.0055050131699799785,0.0022358121677479364
unknown_project-090224b0819a1179_PDF,0.0,0.0011861318268137507,0.000338023126734614,0.0,0.0,0.0
unknown_project-090224b0819a0140_PDF,0.0007134977654415918,0.005899878589994502,0.0006289844262845124,0.00010669034950170106,0.0011655950332690522,0.0
unknown_project-090224b08199f5e3_PDF,0.0008500782193934936,0.005804586479867751,0.0017897815724653157,0.0,0.0016217959490866316,0.00012987410134314266
project_no_27484-090224b08199e445_PDF,0.00039039413196749343,0.006194367844265169,0.002124801513526243,0.0009268758249756325,0.0037940626788526698,0.00033922290054647254
project_no_22492-090224b08199eec2_PDF,0.0020035551836285756,0.0068900406086672035,0.0032130239256521545,0.0016446842233970359,0.005303147851598675,0.001194981049089187
project_no_28330-090224b08199f2dc_PDF,0.001143172311373387,0.007497406792189688,0.0021170827102349205,0.0011179893071437239,0.0045936874503357894,0.0013497822670771877
unknown_project-090224b0819a03ca_PDF,0.0,0.003137474486775362,0.005716596560210721,0.0,0.0064130782828832385,0.0
project_no_28479-090224b08199f185_PDF,0.0009304996871296742,0.004654948360302082,0.003044479146139884,0.0015779356323411585,0.0022122091365640775,0.0010630914685758478
unknown_project-090224b0819a00be_PDF,0.0015894774075336452,0.0035866601723964623,0.0015482404640845288,0.0015912019780287602,0.0026478333267763044,0.004144147948353272
unknown_project-090224b08199f665_PDF,0.0011755037115899684,0.004655334978195775,0.0031488770800420095,0.0016955122690715402,0.002804342228040021,0.001159262346407181
project_no_26231-090224b0819a0bd3_PDF,0.0006432344345788186,0.004833369520840815,0.0027385388110633493,0.0009490997912863036,0.003253843222558332,0.00021272343872780802
project_no_25763-090224b08199e318_PDF,0.0006393179927624995,0.004851282996445995,0.003099490129560466,0.0005200785097616519,0.0027111001164129103,0.0008142174973371836
project_no_27196-090224b08199ef63_PDF,0.0023612235543843457,0.012508618257503483,0.005732178785874783,0.0018846445228079924,0.006971324053039417,0.00034222869675674483
project_no_26130-090224b08199e61f_PDF,0.00019603315392318862,0.0046569932363138885,0.0017737315673601525,0.0008177533087932691,0.0023913885567548457,0.002041008360418493
unknown_project-090224b08199f141_PDF,0.0009247815560378524,0.00291384833066893,0.0015210301683932237,0.0005948362617723231,0.0023044879155786576,0.00012823763502674355
project_no_25786-090224b08199f704_PDF,0.0007509286175303541,0.009276405954133026,0.0028302372851620925,0.0008502323239617678,0.003558221854588623,0.0007040850977357074
project_no_29472-090224b0819a0c68_PDF,0.0010012227580070234,0.004623765606774231,0.005034635464256024,0.0010928942564911814,0.0031216614817273316,0.0013722720596554656
project_no_29521-090224b08199f0ca_PDF,0.0008225507918866685,0.004337717357412492,0.0024674716895814663,0.0007882465807082914,0.002620435516605151,0.0005033569824169188
unknown_project-090224b08199f133_PDF,0.0009113365935779977,0.0044512507294279455,0.00114950530667523,0.0006783623758709291,0.001647728817465948,0.0015328920927285923
unknown_project-090224b0819a0fee_PDF,0.0,0.0010360884020215642,0.00508114223577818,0.0,0.0,0.0
project_no_32284-090224b08199e64d_PDF,0.0011947673433709417,0.004736080335954379,0.002660096658376971,0.0012548004438891406,0.0028824088370326783,0.00015782006614364596
project_no_20423-090224b08199e5bb_PDF,0.0008709356415789772,0.005963528226088396,0.0025235686987433044,0.0001814341927578031,0.00287623728109728,0.0002938593930096964
project_no_29189-090224b08199ed99_PDF,0.002654759038116379,0.00912571547986202,0.0034746460787201147,0.0010540627757777293,0.0070901053409246325,0.0008412504858962425
project_no_22750-090224b08199f2cb_PDF,0.0010503556096843544,0.003980829513193976,0.0014904517318283547,0.000842337885073063,0.0020111490080449777,0.0005486110260434223
project_no_11671-090224b0819a044c_PDF,0.0005144087300707702,0.005095693482928025,0.0032913293301609007,0.0010379623892864801,0.002661797995108392,0.0005946413602805824
project_no_25932-090224b08199f05a_PDF,0.0007828928369007714,0.006023612953623206,0.0028657114588716962,0.0008174693806200829,0.003828826288641108,0.0026999466008352886
project_no_31102-090224b08199e7a1_PDF,0.0005917743668780064,0.006805459866597941,0.0028805493967839686,0.0013719846000405302,0.0033063957803122243,0.001769395844613036
project_no_32697-090224b0819a1211_PDF,0.0003080926419537246,0.0066556802010055045,0.0021905763694731275,0.00035635873492216276,0.0015974531220675418,0.00010773918344360726
project_no_23922-090224b08199f403_PDF,0.0006912247895466507,0.005720810037115916,0.0022796646899493366,0.0007606676787647905,0.003179027490548446,0.0041428810504727616
project_no_24633-090224b0819a0e3c_PDF,0.0004022385046185435,0.0065561367468571245,0.0015028839603861638,0.0010804738223980518,0.002468031129845947,0.00029593711795857495
project_no_27741-090224b0819a0c42_PDF,0.0005742629243675346,0.005980515114765585,0.0020955605720963206,0.0010049676121965958,0.0032269134507195312,0.0002947083994660749
